center	assay	assay-info	cell-lines	cell-lines-meta	perturbagens	perturbagens-meta	dose	perturbagens-meta (cont)	signatures-meta	map	readouts	readout-count	data release date	data release date	data release date	data release date	release-link	phase	Unique ID (Qiaonan)	DCIC Assay Name
HMS LINCS	Cytokine Assay	"Synovial Fibroblast 1: Secretion response of two primary human synovial fibroblast donor samples to a panel of 10 stimuli and 10 small molecule inhibitors. Bead-based sandwich immunoassays--To generate measures of the secretion response of two primary human synovial fibroblast donor samples to individual stimulation with 10 stimuli in the presence or absence with one of 10 kinase-targeted small molecule inhibitors. Supernatant levels of 51 cytokines, chemokines, growth factors, proteases, etc are quantified. "	Human fibroblast-like synoviocytes lot #2586;Human fibroblast-like synoviocytes-RA lot #2159	2\cell lines	"CI1040,small molecule;A6730 (Sigma),small molecule;PI103,small molecule;Lestaurtinib,small molecule;Ruxolitinib,small molecule;Tofacitinib,small molecule;EO1428,small molecule;JNK-IN-8,small molecule;JNK-IN-11,small molecule;IKK16,small molecule;IL-1,protein;TNFalpha,protein;poly IC,protein"	"false\small molecules + proteins,14"	"0.1uM,3uM,0.1uM,0.3uM,0.3uM,0.3uM,1uM,3uM,0.3uM,2uM;10"	18;hrs;1		one-all	"Bioplex 27-plex and 21-plex cytokines kits (e.g. IL-6, GRO-a, MCP-1, IL-8, IP-10 and 43 other analytes) and MMP-1, -2, -3 kits from R&D Systems"	51	6/30/15	6/30/15	9/30/15	12/31/15		LP2	lincs.milestones.h:fef2d3c6-8122-4803-983c-5d3bc3ff5e37	Secretion Response Immunoassay
HMS LINCS	Cytokine Assay	"Synovial Fibroblast 2: Secretion response of seven primary human synovial fibroblast donor samples to a panel of three stimuli, five small molecule inhibitors, and one clinical-grade therapeutic antibody. Bead-based sandwich immunoassays--To generate measures of the secretion response landscape of seven primary human synovial fibroblast donors samples to stimulation with three stimuli in the presence or absence ot targeted inhibitors, with a key goal of evaluating variability of secretion response across patient samples. Supernatant levels of 51 cytokines, chemokines, growth factors, proteases, etc, are quantified. Independent experimental replicates are collected on separate days. "	Human fibroblast-like synoviocytes lot #2586;Human fibroblast-like synoviocytes lot #2645;Human fibroblast-like synoviocytes lot #2759;Human fibroblast-like synoviocytes-RA lot #1869;Human fibroblast-like synoviocytes-RA lot 1931;Human fibroblast-like synoviocytes-RA lot #2159;Human fibroblast-like synoviocytes-RA lot #2708	7\cell lines	"PH 797804,small molecule;JNK-IN-8,small molecule;IKK16,small molecule;Tofacitinib,small molecule;5z-7-oxozeaenol,small molecule;Tocilizumab,small molecule"	"false\small molecules + proteins,9"	"0.6uM,3uM,2uM,0.3uM,0.6uM,100ug/mL;6"	18;hrs;1		one-all	"Bioplex 27-plex and 21-plex cytokines kits (e.g. IL-6, GRO-a, MCP-1, IL-8, IP-10 and 43 other analytes) and MMP-1, -2, -3 kits from R&D Systems"	51	6/30/15	6/30/15	12/31/15	3/31/16		LP2	lincs.milestones.h:a383831a-7e15-4cb0-8a85-abbb6e744e1f	Secretion Response Immunoassay
HMS LINCS	L1000 Transcriptomics	"LJP5&6-L1000/drug combinations: L1000 response of 6 breast cancer cell lines to treatment plates LJP7-9 (177 targeted drugs). Complement to dataset LJP5&6-L1000/single drugs. Transcriptional response dataset-- 6 cell lines after 3 and 24 hours of treatment with 177 different kinase inhibitors and chromatin modifiers at 6 different doses, measured with the L1000 assay at the Broad Institute. "	"BT20,cell line,cancer line,breast;HS578T,cell line,cancer line,breast;MCF10A,cell line,cancer line,breast;MCF7,cell line,cancer line,breast;MDAMB231,cell line,cancer line,breast;SKBR3,cell line,cancer line,breast"	6\cell lines	"177 compounds,small molecules"	"false\small molecules,177"	"0.04uM,0.12uM,0.36uM,1.1uM,3.3uM,10uM;6"	"3,24;hrs;2"		one-all	L1000 gene expression\number	1	9/30/15	9/30/15				LP2	lincs.milestones.h:0f879371-be6e-474a-91d4-278952d07306	L1000 Gene expression profiling assay
HMS LINCS	High Content Imaging	"Breast Cancer HCI2: High content images of 2 breast cancer cell lines treated with 106 kinase inhibitors (plates LJP5-6); complement to dataset Breast cancer HCI1. Imaging assay--2 cell lines treated with 3 different doses of the LJP5&6 plates of kinase inhibitors. Cells will be  stained with TMRE (mitochondria) and DRAQ5 (DNA/nuclei). Intensity, mophology and texture features will be extracted at the well and single cell levels."	"HS578T,cell line,cancer line,breast;SKBR3,cell line,cancer line,breast"	2\cell lines	"106 compounds,small molecules"	"false\small molecules,106"	"0.12uM,1.1uM,10uM;3"	24;hrs;1		one-all	"Intensity, mophology and texture features (300+ features total)\image"	>300	9/30/15	9/30/15				LP2	lincs.milestones.h:bffea4e3-a125-4682-869b-b0234f459fe6	Fluorescence Imaging Cell viability assay
HMS LINCS	Cytokine Assay	"Synovial Fibroblast 3: Composition of serial dilution of RA synovial fluids, secretion response of primary human synovial fibroblasts to exposure to serial dilutions of RA synovial fluids, secretion response of primary human synovial fibroblasts to exposure to RA synovial fluids in the presence of MAP3K7/TAK1 inhibitor 5z-7-oxozeaenol. Bead-based sandwich immunoassays--To generate measures of (1) composition of synovial fluids from three RA patients, (2) to quantify secretion response of one primary human synovial fibroblast donor sample following individual exposure to synovial fluids from three RA patients, and (3) to quantify how this secretion response is altered by inhibition of MAP3K7/TAK1 by 5z-7-oxozeaenol. "	Human fibroblast-like synoviocytes-RA lot #2159	1\cell lines	"5z-7-oxozeaenol,small molecule;RA synovial fluid lot. no. 112050075,proteins;RA synovial fluid lot no. 113060040,proteins;RA synovial fluid lot no. 118050105,proteins;interleukin-1alpha,protein"	"false\small molecules + proteins,5"	(dose responses tested)	", 18;hrs;1"		one-all	"Bioplex 27-plex and 21-plex cytokines kits (e.g. IL-6, GRO-a, MCP-1, IL-8, IP-10 and 43 other analytes) and MMP-1, -2, -3 kits from R&D Systems"	51	9/30/15	12/31/15	3/31/16	6/30/16		LP2	lincs.milestones.h:b7c96dc8-770f-4861-89a7-f34c69b6d2ad	Secretion Response Immunoassay
HMS LINCS	Growth Response Assay	"LJP5&6-growth inhibition/drug combinations: Sensitivity measures of 6 breast cancer cell lines to combination treatment of kinase inhibitors based on results of dataset LJP5&6-growth inhibition/single drugs. Imaging assay--To generate measures of the sensitivities of some cell lines to combinations of kinase inhibitors, we treated cells with drugs and measured the cell number after three days of drug exposure.  "	among cell lines from LJP5&6-growth inhibition/ single drugs		among HMSL compounds	"false\small molecules,"	0.01-10uM;	72;hrs;1		one-all	Nuclei/cell count\kinase inhibitor sensitivity measurements		12/31/15	12/31/15	12/31/15			LP2	lincs.milestones.h:61cd1cc9-c414-4491-bb8a-70749c416ff5	Fluorescence Imaging Cell Growth Inhibition Assay
HMS LINCS	Phosphorylation by Imaging	BRAF4: Phosphorylation state and levels of signaling and cell state markers measured in BRAF(V600E/D) melanoma cell lines in response to drug in the presence or absence of cytokine monitored by highly multiplex (~12-plex) immunofluorescence imaging. Imaging assay--monitoring  protein (or phospho protein) levels of  multiple targets. 	"C32,cell line,normal,skin;COLO858,cell line,normal,skin;MMACSF,cell line,normal,skin;WM115,cell line,normal,skin;MZ7MEL,cell line,normal,skin"	5\cell lines	"Vemurafenib,small molecule;EGF,cytokine/growth factor;PDGF,cytokine/growth factor;NRG,cytokine/growth factor;IGF,cytokine/growth factor;FGF,cytokine/growth factor;HGF,cytokine/growth factor;TGF-Beta,cytokine/growth factor;TNF,cytokine/growth factor"	"false\small molecules + cytokine/growth factors,9"	0-1uM;3	"24,48;hrs;1"		one-all	"p-ERK, pS6, p-Rb, Ki67, and other target proteins"	>5	12/31/15	12/31/15				LP2	lincs.milestones.h:4368008d-4fc0-453f-a47a-480b852ee452	Fluorescence Imaging Phosphorotein Quantification Assay / Cell State Assay
HMS LINCS	Viability and Apoptosis by Imaging	"BRAF5: Viability and apoptosis in BRAF(V600E/D) melanoma cell lines  in response to drug in the presence or absence of cytokine monitored by imaging. Imaging assay--monitoring dose response of anti-mitotic compounds in human cancer cell lines at 72 to 96 hours to determine their effects on apoptosis.  To score viability and apoptosis, a dye-based imaging assay will be used; the cell-permeable DNA dye Hoechst 33342 is used to mark nuclei and DEVD-NucView488 caspase-3 substrate is used to mark apoptosis (stains nuclei of cells undergoing apoptosis, in which caspase 3 is active)."	"C32,cell line,normal,skin;COLO858,cell line,normal,skin;MMACSF,cell line,normal,skin;WM115,cell line,normal,skin;MZ7MEL,cell line,normal,skin"	5\cell lines	"Vemurafenib,small molecule;EGF,cytokine/growth factor;PDGF,cytokine/growth factor;NRG,cytokine/growth factor;IGF,cytokine/growth factor;FGF,cytokine/growth factor;HGF,cytokine/growth factor;TGF-Beta,cytokine/growth factor;TNF,cytokine/growth factor"	"false\small molecules + cytokine/growth factors,9"	0-1uM;4	"72,96;hrs;1"		one-all	Nuclei/cell count\image;Apoptotic cells\image	2	12/31/15	12/31/15				LP2	lincs.milestones.h:7d21fb7b-a46b-46ea-ba30-b77644c7d0e8	Fluorescence Imaging Cell Viability / Apoptosis Assay
HMS LINCS	Phosphorylation by Imaging	BRAF6: Phosphorylation state and levels of ~24 transcription factors measured in BRAF(V600E/D) melanoma cell lines monitored by imaging. Imaging assay--monitoring  protein (or phospho protein) levels of  multiple targets.	"COLO858,cell line,normal,skin;WM115,cell line,normal,skin;MMACSF,cell line,normal,skin;MZ7MEL,cell line,normal,skin"	4\cell lines	"Vemurafenib,small molecule"	"false\small molecules,1"	0-1uM;5	48;hrs;1		one-all	"c-Jun, p-cJun, Foxo3a, p-Stat3, NFkB, and other target proteins"	>5	12/31/15	12/31/15				LP2	lincs.milestones.h:60c91b39-26b0-4b0a-887e-d38382c6b881	Fluorescence Imaging Phosphorotein Quantification Assay
HMS LINCS	Mass Spectrometry Phosphoproteomics	MassSpecPhos1: Basal profiling of phosphoproteins measured by mass spec. Mass Spec assay--Basal profiling of the phosphoproteins. Cells will be serum starved for 24 hours before sample collection. 	"BT20,cell line,cancer line,breast;HS578T,cell line,cancer line,breast;MCF10A,cell line,cancer line,breast;MCF7,cell line,cancer line,breast;MDAMB231,cell line,cancer line,breast;SKBR3,cell line,cancer line,breast"	6\cell lines		false\				one-all	mass spec	1	12/31/15	12/31/15				LP2	lincs.milestones.h:689d4c5d-d9c6-402e-9c5e-45687087940b	MS Phosphorotein Quantification Assay
																				
LINCS PCCSE	P100	Reduced Representation Phosphoprofiling	"MCF7,cell line,cancer line,breast;PC3,cell line,cancer line,prostate;A549,cell line,cancer line,lung;A375,cell line,cancer line,skin;,cell line,cancer line,pancreas;NPC,cell line,differentiated line,brain"	6\cell lines	" tranche2,chemical;1271738-62-5 (MI-2),chemical;acetyldiline (Ci-994),chemical;belinostat,chemical;BIX 01294,chemical;CPI-169,chemical;decitabine,chemical;DMSO,chemical;entinostat (MS275),chemical;EPZ-5676,chemical;EPZ-5687,chemical;EPZ004777,chemical;EX527,chemical;geldamycin,chemical;GSK-J4,chemical;GSK1210151A,chemical;gsk126,chemical;GSK525762A,chemical;jq1,chemical;LY-294002,chemical;methylstat,chemical;OSI-027,chemical;rapamycin,chemical;resveratrol,chemical;salermide,chemical;staurosporine,chemical;trichostatin-a,chemical;UNC0321,chemical;UNC0646,chemical;UNC1215,chemical;vorinostat,chemical;zebularine,chemical"	"false\chemical,32"	;1	3;hrs;1	3	one-all	protein levels\number	100	6/30/15	6/30/15	6/30/15	6/30/15	https://panoramaweb.org/labkey/project/LINCS/P100/begin.view	LP2	lincs.milestones.p:0c6c541a-0423-44f2-af3a-2bc0d2eb004a	P100 Phosphorotein Quantification Assay
LINCS PCCSE	GCP	Global Chromatin Profiling	"MCF7,cell line,cancer line,breast;PC3,cell line,cancer line,prostate;A549,cell line,cancer line,lung;A375,cell line,cancer line,skin;,cell line,cancer line,pancreas;NPC,cell line,differentiated line,brain"	6\cell lines	" tranche2,chemical;1271738-62-5 (MI-2),chemical;acetyldiline (Ci-994),chemical;belinostat,chemical;BIX 01294,chemical;CPI-169,chemical;decitabine,chemical;DMSO,chemical;entinostat (MS275),chemical;EPZ-5676,chemical;EPZ-5687,chemical;EPZ004777,chemical;EX527,chemical;geldamycin,chemical;GSK-J4,chemical;GSK1210151A,chemical;gsk126,chemical;GSK525762A,chemical;jq1,chemical;LY-294002,chemical;methylstat,chemical;OSI-027,chemical;rapamycin,chemical;resveratrol,chemical;salermide,chemical;staurosporine,chemical;trichostatin-a,chemical;UNC0321,chemical;UNC0646,chemical;UNC1215,chemical;vorinostat,chemical;zebularine,chemical"	"false\chemical,32"	;1	24;hrs;1	3	one-all	histone modifications\number	100	6/30/15	6/30/15	6/30/15	6/30/15	https://panoramaweb.org/labkey/project/LINCS/GCP/begin.view	LP2	lincs.milestones.p:c78162d3-3839-467d-9b94-f3dad61edf92	Global Chromatin Profiling Epigenetic Profiling Assay
																				
NeuroLINCS	iMN toxicity as determined by RM	"Imaging assay--monitoring cell survival in control, ALS, and SMA iMNs. iMNs will be transfected with a fluorescence reporter and imaged daily for 10 days. Images will be run through a custom analysis software package that tracks individual cells over time. The time of death (if it occurs) for each neuron will be determined. Neurite arborization will be determined using custom software analysis on these images. ."	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false\diseases,2"		"24,48,72,96,120,144;hrs;6"	2	"control,CS00iCTR-n2;control,CS14iCTR-n6;control,CS83iCTR-33n1;control,CS25iCTR-18n2;amyotrophic lateral sclerosis,CS28iALS-n2A;amyotrophic lateral sclerosis,CS29iALS-n1N;amyotrophic lateral sclerosis,CS30iALS-n1A;amyotrophic lateral sclerosis,CS52iALS-n6A;spinal muscular atrophy,CS32iSMA-n3;spinal muscular atrophy,CS13iSMA-n1;spinal muscular atrophy,83iSMA-n5;spinal muscular atrophy,CS77iSMA-n5"	cell fluorescence\image;survival time\image;morphology\image	3	6/30/15	6/30/15	6/30/15	6/30/15		LP2	lincs.milestones.n:a68e1480-3ba2-415e-beac-8b0f3ac19edc	Fluorescence Imaging Cell Viability Assay
NeuroLINCS	iMN toxicity as determined by RM	"Imaging assay--monitoring cell survival in control, ALS, and SMA iMNs. iMNs will be transfected with a fluorescence reporter and imaged daily for 10 days. Images will be run through a custom analysis software package that tracks individual cells over time. The time of death (if it occurs) for each neuron will be determined. Neurite arborization will be determined using custom software analysis on these images. ."	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false\diseases,2"		"24,48,72,96,120,144;hrs;6"	2	"control,CS00iCTR-n2;control,CS14iCTR-n6;control,CS83iCTR-33n1;control,CS25iCTR-18n2;amyotrophic lateral sclerosis,CS28iALS-n2A;amyotrophic lateral sclerosis,CS29iALS-n1N;amyotrophic lateral sclerosis,CS30iALS-n1A;amyotrophic lateral sclerosis,CS52iALS-n6A;spinal muscular atrophy,CS32iSMA-n3;spinal muscular atrophy,CS13iSMA-n1;spinal muscular atrophy,83iSMA-n5;spinal muscular atrophy,CS77iSMA-n5"	cell fluorescence\image;survival time\image;morphology\image	3	9/30/15	9/30/15	9/30/15	9/30/15		LP2	lincs.milestones.n:a68e1480-3ba2-415e-beac-8b0f3ac19edc	Fluorescence Imaging Cell Viability Assay
NeuroLINCS	iMN toxicity as determined by RM	"Imaging assay--monitoring cell survival in control, ALS, and SMA iMNs. iMNs will be transfected with a fluorescence reporter and imaged daily for 10 days. Images will be run through a custom analysis software package that tracks individual cells over time. The time of death (if it occurs) for each neuron will be determined. Neurite arborization will be determined using custom software analysis on these images. ."	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false\diseases,2"		"24,48,72,96,120,144;hrs;6"	2	"control,CS00iCTR-n2;control,CS14iCTR-n6;control,CS83iCTR-33n1;control,CS25iCTR-18n2;amyotrophic lateral sclerosis,CS28iALS-n2A;amyotrophic lateral sclerosis,CS29iALS-n1N;amyotrophic lateral sclerosis,CS30iALS-n1A;amyotrophic lateral sclerosis,CS52iALS-n6A;spinal muscular atrophy,CS32iSMA-n3;spinal muscular atrophy,CS13iSMA-n1;spinal muscular atrophy,83iSMA-n5;spinal muscular atrophy,CS77iSMA-n5"	cell fluorescence\image;survival time\image;morphology\image	3	12/31/15	12/31/15	12/31/15	12/31/15		LP2	lincs.milestones.n:a68e1480-3ba2-415e-beac-8b0f3ac19edc	Fluorescence Imaging Cell Viability Assay
NeuroLINCS	iMN glutamate toxicity- Excitotoxicity	"iPSN Sensitivity to Glutamate-induced Toxicity. To test iPSN sensitivity to glutamate-induced excitotoxicity,  control and ALS/SMA iPSNs will be treated with various concentrations of L-glutamate (1, 3, 10, 30, 100 uM) for 2 to 8 hr in NDM, all concentrations for each experiment will be performed in triplicate. At the appropriate time point, cells will be incubated with 1 uM propidium iodide and 1 uM calcein AM for 30 min to visualize dead and live cells, respectively.  Five to ten fields of view will then be imaged for each treatment using excitation/emission filters of 535/617 nm and 495/515 nm for propidium iodide and calcein AM, respectively. The number of propidium iodide positive and calcein AM iPSNs will be quantified using Image J over 3 separate experiments. "	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease;L-glutamate,small molecule"	"false\diseases,2;small molecules,1"	"1uM,3uM,10uM,30uM,100uM;5"	"2,4,6,8;hrs;4"	2	"control,CS00iCTR-n2;control,CS14iCTR-n6;control,CS83iCTR-33n1;control,CS25iCTR-18n2;amyotrophic lateral sclerosis,CS28iALS-n2A;amyotrophic lateral sclerosis,CS29iALS-n1N;amyotrophic lateral sclerosis,CS30iALS-n1A;amyotrophic lateral sclerosis,CS52iALS-n6A;spinal muscular atrophy,CS32iSMA-n3;spinal muscular atrophy,CS13iSMA-n1;spinal muscular atrophy,83iSMA-n5;spinal muscular atrophy,CS77iSMA-n5;glutamate,CS00iCTR-n2;glutamate,CS14iCTR-n6;glutamate,CS83iCTR-33n1;glutamate,CS25iCTR-18n2;glutamate,CS28iALS-n2A;glutamate,CS29iALS-n1N;glutamate,CS30iALS-n1A;glutamate,CS52iALS-n6A;glutamate,CS32iSMA-n3;glutamate,CS13iSMA-n1;glutamate,83iSMA-n5;glutamate,CS77iSMA-n5"	cell fluorescence after propidium iodide\image;number of cells with PI uptake\image features	2	6/30/15	6/30/15	6/30/15	6/30/15		LP2	lincs.milestones.n:1d01c264-1659-45b0-a4cb-7a7690f74086	Fluorescence Imaging Cell Viability Assay
NeuroLINCS	iMN glutamate toxicity- Excitotoxicity	"iPSN Sensitivity to Glutamate-induced Toxicity. To test iPSN sensitivity to glutamate-induced excitotoxicity,  control and ALS/SMA iPSNs will be treated with various concentrations of L-glutamate (1, 3, 10, 30, 100 uM) for 2 to 8 hr in NDM, all concentrations for each experiment will be performed in triplicate. At the appropriate time point, cells will be incubated with 1 uM propidium iodide and 1 uM calcein AM for 30 min to visualize dead and live cells, respectively.  Five to ten fields of view will then be imaged for each treatment using excitation/emission filters of 535/617 nm and 495/515 nm for propidium iodide and calcein AM, respectively. The number of propidium iodide positive and calcein AM iPSNs will be quantified using Image J over 3 separate experiments. "	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease;L-glutamate,small molecule"	"false\diseases,2;small molecules,1"	"1uM,3uM,10uM,30uM,100uM;5"	"2,4,6,8;hrs;4"	2	"control,CS00iCTR-n2;control,CS14iCTR-n6;control,CS83iCTR-33n1;control,CS25iCTR-18n2;amyotrophic lateral sclerosis,CS28iALS-n2A;amyotrophic lateral sclerosis,CS29iALS-n1N;amyotrophic lateral sclerosis,CS30iALS-n1A;amyotrophic lateral sclerosis,CS52iALS-n6A;spinal muscular atrophy,CS32iSMA-n3;spinal muscular atrophy,CS13iSMA-n1;spinal muscular atrophy,83iSMA-n5;spinal muscular atrophy,CS77iSMA-n5;glutamate,CS00iCTR-n2;glutamate,CS14iCTR-n6;glutamate,CS83iCTR-33n1;glutamate,CS25iCTR-18n2;glutamate,CS28iALS-n2A;glutamate,CS29iALS-n1N;glutamate,CS30iALS-n1A;glutamate,CS52iALS-n6A;glutamate,CS32iSMA-n3;glutamate,CS13iSMA-n1;glutamate,83iSMA-n5;glutamate,CS77iSMA-n5"	cell fluorescence after propidium iodide\image;number of cells with PI uptake\image features	2	9/30/15	9/30/15	9/30/15	9/30/15		LP2	lincs.milestones.n:1d01c264-1659-45b0-a4cb-7a7690f74086	Fluorescence Imaging Cell Viability Assay
NeuroLINCS	iMN glutamate toxicity- Excitotoxicity	"iPSN Sensitivity to Glutamate-induced Toxicity. To test iPSN sensitivity to glutamate-induced excitotoxicity,  control and ALS/SMA iPSNs will be treated with various concentrations of L-glutamate (1, 3, 10, 30, 100 uM) for 2 to 8 hr in NDM, all concentrations for each experiment will be performed in triplicate. At the appropriate time point, cells will be incubated with 1 uM propidium iodide and 1 uM calcein AM for 30 min to visualize dead and live cells, respectively.  Five to ten fields of view will then be imaged for each treatment using excitation/emission filters of 535/617 nm and 495/515 nm for propidium iodide and calcein AM, respectively. The number of propidium iodide positive and calcein AM iPSNs will be quantified using Image J over 3 separate experiments. "	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease;L-glutamate,small molecule"	"false\diseases,2;small molecules,1"	"1uM,3uM,10uM,30uM,100uM;5"	"2,4,6,8;hrs;4"	2	"control,CS00iCTR-n2;control,CS14iCTR-n6;control,CS83iCTR-33n1;control,CS25iCTR-18n2;amyotrophic lateral sclerosis,CS28iALS-n2A;amyotrophic lateral sclerosis,CS29iALS-n1N;amyotrophic lateral sclerosis,CS30iALS-n1A;amyotrophic lateral sclerosis,CS52iALS-n6A;spinal muscular atrophy,CS32iSMA-n3;spinal muscular atrophy,CS13iSMA-n1;spinal muscular atrophy,83iSMA-n5;spinal muscular atrophy,CS77iSMA-n5;glutamate,CS00iCTR-n2;glutamate,CS14iCTR-n6;glutamate,CS83iCTR-33n1;glutamate,CS25iCTR-18n2;glutamate,CS28iALS-n2A;glutamate,CS29iALS-n1N;glutamate,CS30iALS-n1A;glutamate,CS52iALS-n6A;glutamate,CS32iSMA-n3;glutamate,CS13iSMA-n1;glutamate,83iSMA-n5;glutamate,CS77iSMA-n5"	cell fluorescence after propidium iodide\image;number of cells with PI uptake\image features	2	12/31/15	12/31/15	12/31/15	12/31/15		LP2	lincs.milestones.n:1d01c264-1659-45b0-a4cb-7a7690f74086	Fluorescence Imaging Cell Viability Assay
